HPMC(%),MgSt(%),Pressure(kN),Dose(mg),R_2h(%),R_4h(%),R_8h(%),R_12h(%),R_16h(%),R_24h(%)
10.463698495866023,1.4271923606868437,9.783952733037356,90.0542405254132,28.63,48.41,70.21,77.14,85.27,91.68
37.84955687763176,1.0372440770492608,12.975489484724285,181.7944979532737,59.45,78.88,91.05,98.11,97.44,99.03
22.84552444951943,0.6703363882994435,9.024196016943726,169.61390324103922,52.6,71.54,81.99,95.82,99.13,95.66
38.999644571310085,1.5073597933891993,19.96249102215137,148.76777519876384,64.85,86.39,91.47,95.59,100.0,100.0
38.90859931267758,1.2804615513556898,14.026340123974911,177.5872593641363,60.94,80.11,94.61,93.71,100.0,100.0
35.5902836640208,1.658477587603459,15.144620207840525,180.09413014397035,56.22,76.78,87.62,98.61,100.0,99.6
18.83346676208757,1.28024525166799,8.80491772866113,156.25444650725524,44.36,59.07,81.48,85.98,93.75,97.35
21.552931858057757,1.7782722504778101,16.999525644790133,175.55199925455082,49.54,67.79,86.52,96.47,95.79,94.43
35.534100145505704,1.3278602581617283,10.518867117147028,154.62071925039254,59.92,78.92,87.04,98.44,96.95,100.0
19.50766015468833,1.3414069573030794,18.776651473288567,152.02111576404508,51.79,70.33,86.08,92.87,94.91,96.95
15.084782400582775,1.8149804039875175,10.461675685784087,142.79170673227765,36.07,52.21,76.53,89.34,88.98,96.99
26.704037873750504,1.1052242993185954,10.288252647963999,162.9074959336462,51.06,71.04,87.67,96.56,98.75,95.61
38.08464322482343,0.701022842675961,8.438596014177138,73.79076579396106,59.58,79.63,89.95,97.2,100.0,99.16
30.88089390024919,0.5431740144700085,13.664803341319992,182.13061387983927,60.37,84.22,89.98,92.99,99.77,100.0
27.101835102680948,1.6327058835104284,14.778093599151397,180.7765291617848,50.75,75.93,84.79,97.24,95.97,100.0
12.915294813123056,1.4304643270301969,8.788503673140228,54.387092455183875,40.35,49.67,70.46,85.48,88.01,95.25
28.45021680097509,1.5561196521488354,17.306331400340127,173.8725125847144,54.73,69.0,90.86,94.3,96.98,100.0
39.7016155031279,0.8194462422633662,13.439466016976331,69.33048012101678,57.06,82.88,93.33,97.2,100.0,100.0
14.202520457095721,0.7045572133801546,14.29268323193096,100.2678281388713,47.55,68.52,83.42,90.52,92.81,96.39
25.5498895709121,0.5218169985018228,13.289152963258738,161.52623844374116,62.59,77.61,86.29,92.09,99.74,100.0
36.32119215783867,1.0258813382098955,12.809156730503911,74.11398440724624,59.56,77.07,92.37,98.33,99.22,93.16
32.22305853262613,1.3848765302819497,14.715683975698614,172.69505361785934,54.94,73.14,92.01,100.0,99.73,98.79
30.91047222985804,1.0883660676495985,9.862882951168551,174.82012669366128,54.92,73.74,90.56,97.27,100.0,96.15
31.07452251961328,1.1562123830355935,10.183137565943253,126.12016006412543,53.66,69.6,91.02,92.73,96.73,98.66
20.784734536592655,1.8562380417406226,18.341427452162208,50.95788075752504,52.1,71.97,83.41,94.31,95.06,95.51
18.8077553279348,1.0223832005349505,19.353385545603594,93.05571997623692,51.61,71.48,96.65,96.8,93.85,97.85
34.28083466435541,1.2709842337397161,12.479711795357035,142.53903775636132,58.67,81.95,86.72,91.04,100.0,100.0
34.30340184037542,1.6754795191117147,11.248936077722645,197.17792670411353,50.5,74.84,82.02,95.83,99.15,100.0
36.01216955740311,1.0948141734819052,15.72799451886819,144.77202905250027,56.46,79.53,90.77,98.51,96.47,98.64
37.397216576694134,1.4331300503418103,12.904810053177156,88.97053715962397,54.16,79.09,94.91,96.43,98.97,95.45
25.340271965828133,1.7935455631201178,8.304636267924138,145.1008554649417,42.39,62.6,89.94,87.39,99.38,100.0
25.045488840615988,1.9242809354864632,9.873831168394284,130.99780695737832,44.83,68.83,83.86,92.37,95.15,100.0
33.948855369003255,0.7206102213935569,16.59166674616877,166.97680927267155,63.5,78.03,89.92,97.29,96.83,99.69
29.498917923332954,1.8898814377422415,15.907087302921816,66.04709582404377,56.6,71.66,89.66,95.92,100.0,92.85
31.0590063177311,1.2381744396193073,8.325151910041802,164.1541853753042,48.49,71.05,91.6,93.2,91.88,100.0
33.873780083083034,0.8873665824484376,10.663665943195394,131.18998680141652,53.54,71.96,89.5,96.07,96.78,93.11
36.70016025452699,1.188703634357392,10.772897559056856,194.4488005788492,58.78,79.96,93.7,93.41,98.1,99.73
20.139854705546075,1.9700488629282156,16.06271292318474,101.28082490580292,47.82,67.83,82.38,92.71,97.51,100.0
21.26748857919832,1.2389271409893043,8.23652645305237,144.89328397009223,44.82,64.45,81.77,94.55,95.94,95.7
12.819458195226069,0.9931274154312624,9.249302983814886,189.80421582650263,41.81,58.1,74.73,84.72,92.59,98.19
27.34840422988522,1.4501012814750887,17.598993024478272,65.37645919860189,55.2,75.65,95.98,99.57,99.02,100.0
11.078268213902263,0.8602184281672896,10.142535944652003,190.58427308546766,34.7,57.44,81.72,85.68,89.3,94.92
23.967940543973803,0.6137949921629959,15.832953294222497,153.18285834512199,51.11,72.15,89.63,92.06,98.46,100.0
26.2793390412273,0.6933195828659738,10.858193372560718,60.175558865775784,48.82,76.23,90.41,98.3,95.84,100.0
18.596237563848533,0.6920687584366587,9.193296713112142,95.14453504202244,41.04,66.59,83.57,93.07,91.93,95.92
27.724997817070324,0.7278540402684415,10.91806629199345,156.22581329679224,54.2,69.7,90.86,91.45,100.0,95.86
10.915007498171484,0.7082407589741152,16.66720318226791,60.102590220315754,47.23,67.2,82.09,93.94,96.75,97.2
11.120445662476433,1.4613121172048218,18.268357617275427,137.32556902644097,40.52,57.16,83.38,86.21,95.39,97.67
34.67801681978975,0.7728201265987172,17.9626383748039,101.88245854294351,63.33,79.94,93.38,100.0,100.0,100.0
20.805719242337886,1.0185009249857948,12.766202355421457,143.13732766512157,49.33,63.28,88.43,95.35,93.75,98.41
13.811815379556544,1.8451826148590178,16.017021638847755,56.86130507187693,41.27,60.15,81.21,93.65,97.29,94.04
25.667297801644132,1.2109424603943086,10.45981154498985,180.73052092285644,50.36,72.49,87.78,97.08,100.0,100.0
33.09980659295832,1.5013366077815409,11.51777276313216,196.02334537660954,53.99,76.52,90.45,95.94,97.14,100.0
16.474630824905297,0.7584798068024448,18.75602982225344,195.33167829285372,48.85,76.03,90.21,90.91,98.86,93.18
28.686714274570008,0.7884335282130062,8.156023082128833,162.44777476143872,52.35,73.23,86.34,95.12,100.0,97.89
12.560423949813039,0.5613029243997183,9.026102370253618,69.5129360195948,36.45,62.91,84.23,87.96,96.07,100.0
